ID,Name,Revenue2015,Expenses2015,Profit2015,Growth2015,Revenue2014,Expenses2014,Profit2014,Growth2014,Revenue2013,Expenses2013,Profit2013
616,Intermitted,"$6,459,796.00","$3,034,716.00","$3,425,081.00",414%,"$1,257,852.00","$589,891.00","$667,961.00",361%,"$272,853.00","$94,543.00","$178,310.00"
617,Nomarchy,"$14,102,177.00","$1,485,995.00","$12,616,183.00",364%,"$3,040,504.00","$273,859.00","$2,766,645.00",393%,"$616,735.00","$75,312.00","$541,423.00"
618,Turboprop,"$10,665,972.00","$3,533,350.00","$7,132,621.00",565%,"$1,603,076.00","$420,490.00","$1,182,586.00",439%,"$297,417.00","$84,845.00","$212,571.00"
619,Parhelion,"$8,157,679.00","$7,451,573.00","$706,107.00",380%,"$1,700,465.00","$1,255,630.00","$444,835.00",417%,"$328,910.00","$213,311.00","$115,599.00"
620,Grammatical,"$10,090,617.00","$4,085,717.00","$6,004,900.00",241%,"$2,962,695.00","$993,805.00","$1,968,890.00",271%,"$798,570.00","$287,029.00","$511,541.00"
621,Protractile,"$8,398,615.00","$3,834,886.00","$4,563,729.00",260%,"$2,332,357.00","$1,330,955.00","$1,001,402.00",282%,"$610,565.00","$523,624.00","$86,941.00"
622,Precincts,"$7,000,187.00","$1,394,333.00","$5,605,853.00",549%,"$1,078,940.00","$285,788.00","$793,152.00",444%,"$198,335.00","$66,381.00","$131,953.00"
623,Hookiest,"$4,691,133.00","$5,204,053.00","-$512,920.00",306%,"$1,156,118.00","$1,065,235.00","$90,883.00",311%,"$281,294.00","$257,293.00","$24,001.00"
624,Anarchical,"$8,818,759.00","$4,385,105.00","$4,433,653.00",521%,"$1,420,917.00","$733,236.00","$687,681.00",,,,
625,Amphithalamus,"$9,354,655.00","$3,922,559.00","$5,432,096.00",426%,"$1,776,824.00","$816,646.00","$960,178.00",374%,"$374,857.00","$133,019.00","$241,838.00"
626,Ortonville,"$13,472,152.00","$5,121,360.00","$8,350,792.00",450%,"$2,449,713.00","$936,817.00","$1,512,896.00",489%,"$415,911.00","$182,148.00","$233,763.00"
627,Silkiness,"$6,017,023.00","$5,742,811.00","$274,213.00",409%,"$1,182,821.00","$954,614.00","$228,207.00",,,,
628,Monotrichous,"$7,203,337.00","$3,660,171.00","$3,543,166.00",316%,"$1,733,357.00","$711,352.00","$1,022,005.00",262%,"$478,828.00","$228,442.00","$250,386.00"
629,Strange,"$10,651,954.00","$3,451,220.00","$7,200,734.00",311%,"$2,592,466.00","$779,804.00","$1,812,662.00",293%,"$659,661.00","$144,307.00","$515,354.00"
630,Overstridden,"$9,121,713.00","$1,422,672.00","$7,699,041.00",643%,"$1,227,843.00","$199,628.00","$1,028,215.00",641%,"$165,701.00","$27,853.00","$137,848.00"
631,Zirconyl,"$9,039,118.00","$6,796,984.00","$2,242,134.00",469%,"$1,588,751.00","$1,011,595.00","$577,156.00",442%,"$293,127.00","$247,819.00","$45,309.00"
632,Cyaneous,"$7,914,722.00","$7,818,649.00","$96,073.00",368%,"$1,691,295.00","$1,540,061.00","$151,234.00",403%,"$336,242.00","$326,431.00","$9,811.00"
633,Implorer,"$9,321,475.00","$7,633,955.00","$1,687,520.00",406%,"$1,840,484.00","$3,085,581.00","-$1,245,097.00",271%,"$496,087.00","$1,112,546.00","-$616,459.00"
634,Unexotically,"$8,669,802.00","$4,919,209.00","$3,750,593.00",358%,"$1,891,139.00","$794,262.00","$1,096,877.00",463%,"$335,904.00","$135,554.00","$200,350.00"
635,Millrind,"$9,911,499.00","$3,994,599.00","$5,916,900.00",522%,"$1,592,588.00","$593,968.00","$998,620.00",309%,"$389,386.00","$148,034.00","$241,352.00"
636,Adequateness,"$10,175,412.00","$3,750,455.00","$6,424,957.00",393%,"$2,065,468.00","$840,329.00","$1,225,139.00",80%,"$1,147,482.00","$3,177,891.00","-$2,030,409.00"
637,Overrestraint,"$9,754,057.00","$8,833,011.00","$921,046.00",519%,"$1,575,377.00","$1,816,050.00","-$240,673.00",332%,"$364,671.00","$340,828.00","$23,843.00"
638,Interestingness,"$13,849,334.00","$5,178,767.00","$8,670,567.00",371%,"$2,938,931.00","$1,199,048.00","$1,739,883.00",,,,
639,Homologize,"$7,336,228.00","$9,544,997.00","-$2,208,769.00",454%,"$1,324,338.00","$1,797,902.00","-$473,564.00",,,,
640,Badgeless,"$10,297,395.00","$4,083,752.00","$6,213,643.00",452%,"$1,866,818.00","$604,573.00","$1,262,245.00",404%,"$370,400.00","$145,739.00","$224,662.00"
641,Aspic,"$8,498,414.00","$4,645,617.00","$3,852,797.00",414%,"$1,653,089.00","$735,281.00","$917,808.00",551%,"$253,931.00","$106,661.00","$147,270.00"
642,Subaverage,"$7,577,637.00","$8,662,530.00","-$1,084,893.00",479%,"$1,307,852.00","$1,501,123.00","-$193,271.00",491%,"$221,295.00","$247,674.00","-$26,379.00"
643,Glycopexis,"$9,901,620.00","$3,450,712.00","$6,450,908.00",177%,"$3,575,386.00","$868,193.00","$2,707,193.00",128%,"$1,568,152.00","$1,087,150.00","$481,002.00"
644,Westminster,"$9,861,652.00","$7,245,126.00","$2,616,525.00",361%,"$2,137,698.00","$1,335,729.00","$801,969.00",120%,"$971,681.00","$615,855.00","$355,826.00"
645,Suicided,"$7,145,863.00","$4,519,467.00","$2,626,396.00",318%,"$1,710,735.00","$1,595,663.00","$115,072.00",,,,
646,Tocantins,"$12,330,107.00","$4,296,074.00","$8,034,034.00",324%,"$2,909,572.00","$696,023.00","$2,213,549.00",270%,"$786,371.00","$256,488.00","$529,883.00"
647,Thiocyanate,"$5,557,477.00","$4,357,427.00","$1,200,050.00",279%,"$1,468,221.00","$1,261,363.00","$206,858.00",168%,"$547,844.00","$385,181.00","$162,663.00"
648,Fibrillar,"$6,985,440.00","$3,809,635.00","$3,175,805.00",366%,"$1,500,216.00","$783,882.00","$716,334.00",293%,"$381,734.00","$193,198.00","$188,536.00"
649,Interreges,"$9,514,605.00","$2,867,024.00","$6,647,580.00",431%,"$1,790,961.00","$757,546.00","$1,033,415.00",378%,"$374,678.00","$140,992.00","$233,686.00"
650,Exilarch,"$6,957,904.00","$4,161,452.00","$2,796,452.00",408%,"$1,370,197.00","$751,681.00","$618,516.00",348%,"$305,848.00","$164,642.00","$141,206.00"
651,Boxhaul,"$10,007,429.00","$1,453,488.00","$8,553,941.00",238%,"$2,959,053.00","$537,019.00","$2,422,034.00",196%,"$999,680.00","$271,585.00","$728,095.00"
652,Refertilization,"$10,064,297.00","$4,498,839.00","$5,565,458.00",383%,"$2,084,616.00","$1,513,836.00","$570,780.00",387%,"$428,053.00","$363,038.00","$65,015.00"
653,Asynchronous,"$8,720,504.00","$632,756.00","$8,087,748.00",501%,"$1,452,035.00","$101,191.00","$1,350,844.00",366%,"$311,595.00","$22,388.00","$289,207.00"
654,Swedenborgism,"$10,379,242.00","$5,949,929.00","$4,429,312.00",355%,"$2,283,650.00","$1,517,109.00","$766,541.00",339%,"$520,194.00","$289,400.00","$230,794.00"
655,Outspruing,"$11,909,917.00","$5,468,575.00","$6,441,342.00",174%,"$4,351,916.00","$2,310,956.00","$2,040,960.00",230%,"$1,318,762.00","$2,317,846.00","-$999,084.00"
656,Adenohypophysis,"$8,241,404.00","$3,305,523.00","$4,935,881.00",351%,"$1,826,562.00","$505,938.00","$1,320,624.00",278%,"$483,217.00","$115,597.00","$367,621.00"
657,Unvibrant,"$7,110,958.00","$2,340,753.00","$4,770,205.00",243%,"$2,073,065.00","$552,511.00","$1,520,554.00",137%,"$874,711.00","$199,197.00","$675,514.00"
658,Outplan,"$7,936,183.00","$5,253,021.00","$2,683,162.00",325%,"$1,865,506.00","$1,699,814.00","$165,692.00",52%,"$1,227,307.00","$5,863,186.00","-$4,635,880.00"
659,Unforegone,"$9,732,370.00","$5,236,511.00","$4,495,860.00",368%,"$2,081,696.00","$2,216,768.00","-$135,072.00",419%,"$401,098.00","$625,757.00","-$224,660.00"
660,Unsported,"$9,792,271.00","$4,604,324.00","$5,187,947.00",336%,"$2,246,323.00","$905,048.00","$1,341,275.00",,,,
661,Clunk,"$9,976,025.00","$3,236,506.00","$6,739,519.00",235%,"$2,975,621.00","$814,804.00","$2,160,817.00",,,,
662,Allongie,"$8,749,447.00","$4,245,496.00","$4,503,951.00",538%,"$1,370,390.00","$587,086.00","$783,304.00",623%,"$189,542.00","$99,990.00","$89,552.00"
663,Armet,"$8,271,016.00","$4,401,347.00","$3,869,669.00",524%,"$1,324,617.00","$783,988.00","$540,629.00",775%,"$151,385.00","$73,873.00","$77,512.00"
664,Messrs,"$9,542,792.00","$6,013,866.00","$3,528,926.00",628%,"$1,311,156.00","$1,196,517.00","$114,639.00",767%,"$151,229.00","$149,463.00","$1,766.00"
665,Getable,"$9,043,049.00","$5,763,238.00","$3,279,811.00",361%,"$1,961,834.00","$1,388,951.00","$572,883.00",222%,"$609,265.00","$610,801.00","-$1,536.00"
666,Turbidimetry,"$11,067,223.00","$8,007,771.00","$3,059,452.00",431%,"$2,085,557.00","$1,329,990.00","$755,567.00",418%,"$402,617.00","$409,901.00","-$7,283.00"
667,Federalistic,"$8,108,370.00","$6,471,604.00","$1,636,766.00",417%,"$1,569,372.00","$1,124,964.00","$444,408.00",194%,"$533,800.00","$250,050.00","$283,750.00"
668,Williamsport,"$9,366,416.00","$3,084,697.00","$6,281,719.00",497%,"$1,568,581.00","$443,407.00","$1,125,174.00",472%,"$274,227.00","$67,148.00","$207,080.00"
669,Unrebuilt,"$5,422,083.00","$4,666,040.00","$756,043.00",270%,"$1,464,036.00","$836,674.00","$627,362.00",159%,"$565,265.00","$2,324,942.00","-$1,759,677.00"
670,Outbraving,"$9,116,942.00","$3,747,352.00","$5,369,590.00",442%,"$1,683,151.00","$740,974.00","$942,177.00",502%,"$279,593.00","$150,193.00","$129,400.00"
671,Manchuria,"$7,307,945.00","$4,408,821.00","$2,899,124.00",356%,"$1,603,089.00","$1,050,380.00","$552,709.00",421%,"$307,695.00","$212,978.00","$94,717.00"
672,Miscutting,"$10,115,274.00","$5,731,632.00","$4,383,642.00",470%,"$1,775,832.00","$1,141,886.00","$633,946.00",474%,"$309,378.00","$247,973.00","$61,406.00"
673,Interquarrelling,"$14,732,950.00","$6,145,134.00","$8,587,816.00",554%,"$2,254,258.00","$932,657.00","$1,321,601.00",581%,"$331,022.00","$162,931.00","$168,091.00"
674,Tessiture,"$7,389,236.00","$4,036,130.00","$3,353,105.00",261%,"$2,045,617.00","$938,212.00","$1,107,405.00",309%,"$500,151.00","$179,590.00","$320,561.00"
675,Consonantizing,"$10,036,466.00","$3,340,144.00","$6,696,322.00",316%,"$2,411,474.00","$490,549.00","$1,920,925.00",326%,"$566,074.00","$121,809.00","$444,264.00"
676,Turner,"$8,133,037.00","$3,651,826.00","$4,481,211.00",362%,"$1,761,793.00","$780,328.00","$981,465.00",328%,"$411,634.00","$140,427.00","$271,206.00"
677,Unterwalden,"$8,887,503.00","$3,895,860.00","$4,991,643.00",432%,"$1,670,828.00","$954,561.00","$716,267.00",464%,"$296,246.00","$147,262.00","$148,984.00"
678,Unsurmountable,"$9,215,508.00","$4,262,906.00","$4,952,602.00",278%,"$2,434,800.00","$928,504.00","$1,506,296.00",,,,
679,Knock,"$8,157,191.00","$4,602,535.00","$3,554,656.00",297%,"$2,056,482.00","$1,358,460.00","$698,022.00",256%,"$577,663.00","$1,112,437.00","-$534,774.00"
680,Superepoch,"$10,253,911.00","$7,592,417.00","$2,661,494.00",451%,"$1,859,752.00","$1,201,966.00","$657,786.00",550%,"$286,116.00","$227,600.00","$58,516.00"
681,Masquerade,"$9,954,471.00","$2,131,506.00","$7,822,965.00",426%,"$1,893,747.00","$414,245.00","$1,479,502.00",214%,"$603,104.00","$108,930.00","$494,174.00"
682,Golliwogg,"$4,944,083.00","$3,254,899.00","$1,689,183.00",352%,"$1,092,759.00","$685,452.00","$407,307.00",241%,"$320,457.00","$267,655.00","$52,802.00"
683,Overfrequency,"$9,735,773.00","$3,262,227.00","$6,473,546.00",482%,"$1,673,075.00","$546,768.00","$1,126,307.00",465%,"$296,119.00","$89,356.00","$206,764.00"
684,Thready,"$10,999,283.00","$3,786,779.00","$7,212,505.00",329%,"$2,565,465.00","$847,939.00","$1,717,526.00",436%,"$478,632.00","$180,086.00","$298,545.00"
685,Alleluiatic,"$7,923,324.00","$2,717,233.00","$5,206,091.00",485%,"$1,354,927.00","$442,575.00","$912,352.00",603%,"$192,735.00","$57,298.00","$135,437.00"
686,Lampadaire,"$11,973,937.00","$7,655,547.00","$4,318,390.00",361%,"$2,596,587.00","$1,820,578.00","$776,009.00",437%,"$483,536.00","$374,566.00","$108,970.00"
687,Disney,"$6,574,546.00","$4,649,376.00","$1,925,170.00",439%,"$1,220,511.00","$969,062.00","$251,449.00",,,,
688,Indicated,"$9,214,598.00","$5,744,504.00","$3,470,094.00",444%,"$1,692,520.00","$888,995.00","$803,526.00",509%,"$277,918.00","$145,489.00","$132,429.00"
689,Unemancipated,"$10,292,359.00","$4,415,566.00","$5,876,793.00",371%,"$2,184,000.00","$741,284.00","$1,442,716.00",210%,"$704,516.00","$248,400.00","$456,116.00"
690,Barest,"$8,727,308.00","$6,270,509.00","$2,456,799.00",289%,"$2,245,905.00","$1,415,378.00","$830,527.00",67%,"$1,344,853.00","$726,486.00","$618,367.00"
691,Repartition,"$10,236,793.00","$1,117,574.00","$9,119,219.00",316%,"$2,461,422.00","$284,962.00","$2,176,460.00",212%,"$788,917.00","$128,370.00","$660,547.00"
692,Obclavate,"$7,859,828.00","$2,990,442.00","$4,869,386.00",331%,"$1,821,757.00","$707,055.00","$1,114,703.00",195%,"$617,545.00","$244,722.00","$372,822.00"
693,Tantalous,"$7,950,947.00","$879,525.00","$7,071,422.00",530%,"$1,262,459.00","$167,057.00","$1,095,402.00",281%,"$331,354.00","$42,149.00","$289,205.00"
694,Dolomitizing,"$6,397,853.00","$3,516,131.00","$2,881,723.00",356%,"$1,404,186.00","$1,236,390.00","$167,796.00",188%,"$487,565.00","$367,177.00","$120,387.00"
695,Comatulid,"$9,144,082.00","$1,110,199.00","$8,033,883.00",432%,"$1,719,682.00","$235,846.00","$1,483,836.00",588%,"$249,954.00","$32,102.00","$217,852.00"
696,Kolozsv,"$11,282,386.00","$4,321,512.00","$6,960,875.00",504%,"$1,868,939.00","$742,820.00","$1,126,119.00",506%,"$308,406.00","$149,049.00","$159,356.00"
697,Supremeimpress,"$9,187,956.00","$4,123,466.00","$5,064,490.00",434%,"$1,721,430.00","$649,127.00","$1,072,303.00",391%,"$350,597.00","$116,063.00","$234,534.00"
698,Auctiongoogle,"$10,299,827.00","$187,655.00","$10,112,173.00",536%,"$1,619,908.00","$23,219.00","$1,596,689.00",382%,"$336,081.00","$4,071.00","$332,009.00"
699,Slumpeaster,"$12,232,951.00","$6,605,488.00","$5,627,462.00",467%,"$2,158,925.00","$1,202,273.00","$956,652.00",446%,"$395,408.00","$175,720.00","$219,687.00"
700,Fowlappraiser,"$8,186,376.00","$4,638,213.00","$3,548,162.00",268%,"$2,224,696.00","$1,401,329.00","$823,367.00",186%,"$777,866.00","$531,761.00","$246,104.00"
701,Fixnummodus,"$9,015,238.00","$3,042,568.00","$5,972,670.00",208%,"$2,930,180.00","$762,702.00","$2,167,478.00",278%,"$775,180.00","$177,175.00","$598,005.00"
702,Proficientpages,"$6,241,039.00","$3,899,068.00","$2,341,971.00",516%,"$1,013,887.00","$576,885.00","$437,002.00",391%,"$206,494.00","$126,629.00","$79,865.00"
703,Dullbocce,"$11,210,858.00","$4,323,160.00","$6,887,698.00",486%,"$1,912,637.00","$773,336.00","$1,139,301.00",381%,"$397,638.00","$194,372.00","$203,265.00"
704,Comisbeard,"$3,487,835.00","$1,638,707.00","$1,849,128.00",272%,"$937,884.00","$735,794.00","$202,090.00",215%,"$297,741.00","$259,019.00","$38,722.00"
705,Preferencehistorical,"$9,662,083.00","$5,823,472.00","$3,838,611.00",267%,"$2,635,747.00","$1,243,333.00","$1,392,414.00",192%,"$902,653.00","$572,356.00","$330,298.00"
706,Remembergabbro,"$10,878,578.00","$4,515,112.00","$6,363,466.00",441%,"$2,011,486.00","$1,719,740.00","$291,746.00",603%,"$286,129.00","$254,792.00","$31,337.00"
707,Adaptiverolex,"$4,885,117.00","$2,127,871.00","$2,757,247.00",423%,"$934,236.00","$290,819.00","$643,417.00",163%,"$355,223.00","$75,847.00","$279,376.00"
708,Mincemeatcontroller,"$11,188,123.00","$1,955,490.00","$9,232,633.00",275%,"$2,987,256.00","$415,337.00","$2,571,919.00",206%,"$976,227.00","$85,324.00","$890,904.00"
709,Acutematrices,"$11,000,642.00","$1,347,472.00","$9,653,170.00",325%,"$2,590,677.00","$338,360.00","$2,252,317.00",342%,"$586,126.00","$72,064.00","$514,063.00"
710,Largestugly,"$9,768,948.00","$4,380,184.00","$5,388,764.00",348%,"$2,178,560.00","$810,598.00","$1,367,962.00",292%,"$555,755.00","$183,700.00","$372,055.00"
711,Renaloutspoken,"$4,679,890.00","$6,902,639.00","-$2,222,749.00",355%,"$1,028,903.00","$2,582,756.00","-$1,553,853.00",250%,"$293,972.00","$779,212.00","-$485,239.00"
712,Minstrelhood,"$12,046,982.00","$4,672,034.00","$7,374,948.00",382%,"$2,498,533.00","$1,225,340.00","$1,273,193.00",256%,"$701,835.00","$333,690.00","$368,145.00"
713,Interfaceaboard,"$6,801,629.00","$2,239,823.00","$4,561,805.00",485%,"$1,162,248.00","$356,059.00","$806,189.00",525%,"$185,960.00","$62,181.00","$123,779.00"
714,Fluetruffles,"$10,848,453.00","$5,506,036.00","$5,342,417.00",279%,"$2,859,023.00","$972,708.00","$1,886,315.00",77%,"$1,615,267.00","$852,247.00","$763,020.00"
715,Scarletcheeses,"$7,376,103.00","$4,446,639.00","$2,929,465.00",416%,"$1,428,507.00","$857,337.00","$571,170.00",401%,"$285,131.00","$164,677.00","$120,454.00"
716,Grapegraves,"$11,337,321.00","$6,350,096.00","$4,987,225.00",386%,"$2,333,475.00","$1,190,293.00","$1,143,182.00",280%,"$614,072.00","$316,603.00","$297,469.00"
717,Fawningsaves,"$7,048,954.00","$570,976.00","$6,477,978.00",422%,"$1,350,920.00","$91,795.00","$1,259,125.00",429%,"$255,372.00","$14,017.00","$241,356.00"
718,Causedunsure,"$8,047,541.00","$4,402,984.00","$3,644,557.00",485%,"$1,375,695.00","$776,251.00","$599,444.00",498%,"$230,049.00","$160,214.00","$69,835.00"
719,Represswellington,"$9,969,793.00","$3,572,742.00","$6,397,051.00",470%,"$1,748,390.00","$724,327.00","$1,024,063.00",269%,"$473,818.00","$163,468.00","$310,351.00"
720,Launchingillusion,"$7,205,547.00","$4,861,975.00","$2,343,572.00",506%,"$1,188,868.00","$936,509.00","$252,359.00",450%,"$216,158.00","$176,045.00","$40,113.00"
721,Cosmicdiving,"$5,042,352.00","$7,184,605.00","-$2,142,253.00",525%,"$806,159.00","$1,053,131.00","-$246,972.00",676%,"$103,886.00","$140,889.00","-$37,002.00"
722,Radonspoonbill,"$7,989,604.00","$1,486,140.00","$6,503,465.00",415%,"$1,550,366.00","$253,923.00","$1,296,443.00",421%,"$297,575.00","$53,174.00","$244,401.00"
723,Puncturecorona,"$10,108,405.00","$2,813,781.00","$7,294,623.00",397%,"$2,031,928.00","$591,696.00","$1,440,232.00",501%,"$338,091.00","$94,450.00","$243,642.00"
724,Haulbittern,"$10,104,143.00","$4,177,864.00","$5,926,280.00",425%,"$1,925,333.00","$900,818.00","$1,024,515.00",302%,"$478,939.00","$242,768.00","$236,171.00"
725,Weyrhandlers,"$9,524,049.00","$7,954,888.00","$1,569,161.00",447%,"$1,740,450.00","$1,451,160.00","$289,290.00",422%,"$333,420.00","$292,026.00","$41,393.00"
726,Smartpans,"$13,569,437.00","$6,803,826.00","$6,765,611.00",329%,"$3,166,185.00","$2,033,448.00","$1,132,737.00",270%,"$855,726.00","$578,752.00","$276,973.00"
727,Angolanbronco,"$6,980,428.00","$3,436,713.00","$3,543,715.00",366%,"$1,497,962.00","$891,878.00","$606,084.00",164%,"$567,410.00","$290,044.00","$277,366.00"
728,Lisppanel,"$8,827,387.00","$2,975,434.00","$5,851,953.00",369%,"$1,883,369.00","$542,990.00","$1,340,379.00",,,,
729,Dillimported,"$9,724,730.00","$7,712,296.00","$2,012,434.00",440%,"$1,799,466.00","$1,966,752.00","-$167,286.00",491%,"$304,478.00","$424,864.00","-$120,385.00"
730,Pickaxestiming,"$6,682,551.00","$2,457,209.00","$4,225,342.00",494%,"$1,125,092.00","$449,357.00","$675,735.00",308%,"$275,758.00","$87,022.00","$188,736.00"
731,Electionslaunch,"$9,790,903.00","$4,364,351.00","$5,426,553.00",549%,"$1,508,994.00","$612,374.00","$896,620.00",464%,"$267,552.00","$118,718.00","$148,834.00"
732,Bookingchildish,"$7,840,239.00","$3,348,650.00","$4,491,588.00",354%,"$1,727,199.00","$601,697.00","$1,125,502.00",372%,"$365,932.00","$129,888.00","$236,044.00"
733,Pointingfunds,"$7,514,080.00","$3,355,095.00","$4,158,985.00",467%,"$1,326,388.00","$592,466.00","$733,922.00",542%,"$206,602.00","$111,577.00","$95,025.00"
734,Starbuckslyra,"$11,927,694.00","$3,541,736.00","$8,385,958.00",358%,"$2,606,600.00","$1,451,169.00","$1,155,431.00",,,,
735,Meddlesomepushy,"$6,892,921.00","$367,677.00","$6,525,244.00",457%,"$1,236,489.00","$53,846.00","$1,182,643.00",202%,"$409,433.00","$28,825.00","$380,609.00"
736,Offerbe,"$9,658,548.00","$4,762,161.00","$4,896,387.00",279%,"$2,549,533.00","$1,193,625.00","$1,355,908.00",98%,"$1,287,643.00","$713,797.00","$573,846.00"
737,Supportersfaint,"$10,146,902.00","$3,207,273.00","$6,939,629.00",307%,"$2,494,037.00","$681,126.00","$1,812,911.00",506%,"$411,557.00","$132,663.00","$278,895.00"
738,Potiondecathlon,"$7,247,815.00","$4,859,318.00","$2,388,497.00",472%,"$1,268,034.00","$832,749.00","$435,285.00",383%,"$262,533.00","$256,852.00","$5,681.00"
739,Perfumegrown,"$7,016,449.00","$1,572,577.00","$5,443,872.00",431%,"$1,320,205.00","$273,111.00","$1,047,094.00",558%,"$200,639.00","$48,083.00","$152,557.00"
740,Knuckleheadexamples,"$11,620,304.00","$6,624,313.00","$4,995,992.00",497%,"$1,947,101.00","$941,187.00","$1,005,914.00",308%,"$477,231.00","$247,359.00","$229,871.00"
741,Haggardfink,"$9,044,669.00","$3,454,627.00","$5,590,043.00",554%,"$1,381,976.00","$639,006.00","$742,970.00",363%,"$298,483.00","$175,981.00","$122,502.00"
742,Prunewatchful,"$8,369,263.00","$1,880,428.00","$6,488,835.00",413%,"$1,633,009.00","$481,952.00","$1,151,057.00",193%,"$557,341.00","$182,728.00","$374,613.00"
743,Myceliumamniote,"$12,851,856.00","$1,829,190.00","$11,022,665.00",161%,"$4,922,150.00","$1,153,758.00","$3,768,392.00",8%,"$4,557,546.00","$925,516.00","$3,632,030.00"
744,Feavar,"$9,731,618.00","$4,551,816.00","$5,179,801.00",389%,"$1,991,473.00","$913,450.00","$1,078,023.00",254%,"$562,563.00","$270,536.00","$292,027.00"
745,Splintstea,"$9,548,810.00","$2,121,491.00","$7,427,319.00",416%,"$1,851,613.00","$319,587.00","$1,532,026.00",,,,
746,Stovepuck,"$11,814,975.00","$5,904,502.00","$5,910,473.00",447%,"$2,158,432.00","$1,091,728.00","$1,066,704.00",465%,"$382,023.00","$186,109.00","$195,914.00"
747,Pickyfive,"$9,826,723.00","$4,458,447.00","$5,368,275.00",227%,"$3,001,386.00","$867,011.00","$2,134,375.00",236%,"$893,270.00","$336,901.00","$556,369.00"
748,Lardfaceimproper,"$4,095,195.00","$6,966,311.00","-$2,871,115.00",519%,"$661,528.00","$1,150,437.00","-$488,909.00",479%,"$114,254.00","$181,693.00","-$67,440.00"
749,Rattlemurrelet,"$7,496,334.00","$6,186,394.00","$1,309,940.00",505%,"$1,238,630.00","$1,200,428.00","$38,202.00",273%,"$332,072.00","$279,673.00","$52,400.00"
750,Mountinggregarious,"$10,042,479.00","$429,830.00","$9,612,650.00",509%,"$1,649,103.00","$61,510.00","$1,587,593.00",547%,"$254,885.00","$11,817.00","$243,068.00"
751,Scalptowhee,"$5,503,230.00","$1,830,110.00","$3,673,120.00",308%,"$1,348,831.00","$346,278.00","$1,002,553.00",107%,"$651,609.00","$266,214.00","$385,395.00"
752,Todaypatches,"$10,397,767.00","$3,073,596.00","$7,324,171.00",392%,"$2,112,431.00","$505,871.00","$1,606,560.00",505%,"$349,162.00","$78,213.00","$270,949.00"
753,Aminoshag,"$5,702,051.00","$3,939,169.00","$1,762,882.00",559%,"$865,556.00","$498,577.00","$366,979.00",572%,"$128,803.00","$61,313.00","$67,490.00"
754,Flexthirsty,"$6,981,026.00","$3,767,852.00","$3,213,174.00",432%,"$1,313,379.00","$1,001,090.00","$312,289.00",444%,"$241,430.00","$232,011.00","$9,419.00"
755,Oystergarrulous,"$9,134,076.00","$3,487,398.00","$5,646,678.00",266%,"$2,492,397.00","$728,615.00","$1,763,782.00",215%,"$791,237.00","$195,904.00","$595,333.00"
756,Befriendogle,"$13,003,637.00","$1,758,425.00","$11,245,212.00",185%,"$4,567,864.00","$11,502,357.00","-$6,934,493.00",231%,"$1,380,019.00","$5,077,884.00","-$3,697,865.00"
757,Smugready,"$9,830,237.00","$1,310,857.00","$8,519,379.00",428%,"$1,863,027.00","$223,844.00","$1,639,183.00",436%,"$347,580.00","$47,722.00","$299,857.00"
758,Sidedmisty,"$5,718,760.00","$3,318,167.00","$2,400,594.00",389%,"$1,169,280.00","$594,689.00","$574,591.00",404%,"$232,000.00","$140,386.00","$91,614.00"
759,Magnesiumrocked,"$10,530,777.00","$2,385,900.00","$8,144,877.00",488%,"$1,789,609.00","$489,933.00","$1,299,676.00",531%,"$283,615.00","$81,351.00","$202,264.00"
760,Stupidarboreal,"$11,435,362.00","$5,130,874.00","$6,304,488.00",413%,"$2,229,609.00","$953,927.00","$1,275,682.00",393%,"$452,253.00","$235,970.00","$216,284.00"
761,Osmiumcrockery,"$8,574,593.00","$443,493.00","$8,131,099.00",194%,"$2,920,545.00","$178,895.00","$2,741,650.00",27%,"$2,299,642.00","$376,983.00","$1,922,659.00"
762,Schnitzelfields,"$9,984,255.00","$5,916,942.00","$4,067,313.00",536%,"$1,570,220.00","$870,194.00","$700,026.00",,,,
763,Bignumadept,"$7,861,101.00","$4,068,630.00","$3,792,471.00",481%,"$1,352,222.00","$714,488.00","$637,734.00",535%,"$212,948.00","$100,286.00","$112,662.00"
764,Shapelessunits,"$7,686,484.00","$5,238,627.00","$2,447,857.00",361%,"$1,667,471.00","$1,157,914.00","$509,557.00",404%,"$330,847.00","$191,170.00","$139,678.00"
765,Samsungclimbing,"$10,239,915.00","$5,575,608.00","$4,664,307.00",395%,"$2,069,542.00","$1,124,759.00","$944,783.00",225%,"$636,782.00","$540,213.00","$96,569.00"
766,Kickminstrel,"$9,479,116.00","$3,100,573.00","$6,378,543.00",295%,"$2,398,097.00","$928,792.00","$1,469,305.00",115%,"$1,115,394.00","$339,731.00","$775,663.00"
767,Cherriesplump,"$9,503,959.00","$3,757,807.00","$5,746,152.00",396%,"$1,917,789.00","$826,724.00","$1,091,065.00",355%,"$421,492.00","$174,989.00","$246,503.00"
768,Solsticeaudio,"$10,544,309.00","$4,248,732.00","$6,295,578.00",375%,"$2,220,121.00","$763,050.00","$1,457,071.00",338%,"$506,877.00","$183,095.00","$323,782.00"
769,Skywalkerwhether,"$9,375,557.00","$1,543,572.00","$7,831,986.00",374%,"$1,979,274.00","$256,541.00","$1,722,733.00",385%,"$408,098.00","$51,533.00","$356,565.00"
